"name","address","state","overview","theme","establishment_year","website","contact_info","admission_fee","timings","facilities"
"Anthropological Museum of Indigenous Studies, Dibrugarh","Department of Anthropology, Dibrugarh University, Dibrugarh - 786004","Assam","The display in Museum includes diorama, masks, models of temple, Naga hut, traditional furniture, cannon of Ahom Period (17th century), traditional textiles, wooden articles of domestic purpose, agricultural implement, hunt - ing and fishing apparatus, basketry, ancient coins, manuscripts, musical inst ruments of different tribes of Northeast etc.","Anthropological Museum","1966","","","Free","09:30 AM - 05:30 PM (Closed on Sundays)","Library, Guided Tours and Photography"
"Anthropological Museum, Silchar","Silchar - 788011","Assam","The exhibits in the Museum include basketry, household articles, musical instruments, skulls, human bones, traditional attires, weapons, handicrafts objects, traditional costumes etc.","Anthropological Museum","2007","","","Free","09:30 AM - 05:30 PM (Closed on Sundays)","Photography"
"Sri Surya Pahar Museum","Bhatiapara - 783101","Assam","The Museum exhibits the excavated antiquities in the figurines, sculptural moti fs, bricks, idols etc. recov - ered from the brick and stone temple complexes","Archaeological Museum","2004","https://www.asi guwahati circle.gov.in, www.goalpara.assam.gov.in","circleguw.asi@gmail.com","Free","09:00 AM - 05:00 PM (Closed on Fridays)",""
"Ambari Archaeological Site Museum","Behind Guwahati Press Club, Dighalipukhuri East, Ambari, Guwahati -781001","Assam","The Museum is in a small room and it houses some stone images of Durgamahisasurmardini, Vishnu, Surya and Symbols of Shiva. It has a vast collection of terracotta fragments, pots, earthen lamps etc. A collection of coins and beads can also be seen here. A Gaja - Vyala statue from 10th - 11th century A.D greets the visitors at the entrance. The Site plays a huge role in uncovering the ancient history of Assam","Archaeological Museum","2004","https://www.archaeology.assam.gov.in","3612231427","Free","10:00 AM - 05:00 PM (Closed on Sundays)",""
"District Museum Tezpur","Main Road, Opposite District Court, Mahabhairab, Tezpur - 784001","Assam","The Museum under the Directorate of Museum, Guwahati houses a good collection of manuscripts, cop - perplate inscription, cannons and crafts of Ahom Period, wooden and stone sculptures, paintings, craft work of Satra Institution, coins, old bricks, wooden objects, traditional attires, artefacts of tea community, ornaments, etc. stone sculptures of Ahom and pre-Ahom Period are displayed at the entrance of the Museum","Archaeological Museum","1986","https://www.archaeology.assam.gov.in","","Free","10:00 AM - 05:00 PM (Closed on Mondays)",""
"Assam University Museum, Silchar","Silchar - 788011","Assam","The collection includes the archaeological remains such as stone tools, pottery from Harappan period, PGW, porcelain, terracotta, ethnographic collection, textiles, clay objec ts, basketry, fishing equipment, musical instru - ments, handicrafts etc.","Archaeological Museum","2012","https://www.aus.ac.in","3842270806","Free","10:00 AM - 05:00 PM (Closed on Sundays)","Café, Photography, Guided Tours and Library ART AND CRAFT MUSEUMS/GALLERIES"
"District Museum, Barpeta","Ward No.1, Bilor Tari Hati, Barpeta - 781301","Assam","The Museum displays items include wooden masks, bell-metal and brass-metallic utensils, textiles, coins, manuscripts on Sanchi bark, iron lamp stands, and images of Garunta from di fferent Satras. The highlights of this Museum are the cultural and art objects based on Sattriya Vaishnavite culture","Art and Craft Museum","1987","https://www.museums.assam.gov.in","","Free","10:00 AM - 04:15 PM (Closed on Mondays, 2nd and 4th Saturdays and Government holidays)","Lectures and Photography"
"Nilima Barua Folk Art Museum, Dhubri","B.R. Road, Gauripur - 783331","Assam","The Museum displays the objects collected by Nilima Baruah, the youngest daughter of Raja Prabhat Chandra Baruah of Gauripur Zamindari Estate, and she was fond of folk art and devoted her life to preserving folk art and culture. The artifacts on display are traditional textile, cane and bamboo objects, wooden and metallic objects, jewellery, ivory, clay and terracotta objects, archaeological and anthropological objects, stone sculpture etc.","Art and Craft Museum","1997","","","Free","","Photography"
"Bamboo Museum, Nagaon","Assam Trunk Road, Haibargaon, Fauzdaripatty, Nagaon - 782001","Assam","It displays artefacts of bamboo such as baskets, craft items, wall hangings, domestic articles, jewelleries etc. These artefacts show the richness of natural resources and their utilisation","Art and Craft Museum","1997","","","Free","","Photography"
"Brahmaputra Heritage Centre","Pan Bazaar, Guwahati - 781001","Assam","Mahabahu Brahmaputra River Heritage Center is dedicated to the spirit and legacy of the majestic River Brahmaputra. The tree lined walkways leading to this pedestrian only campus, with an Art Garden, a 170 years old Heritage Bungalow, an open air Amphitheatre along with a modern glass façade building functioning as a Café, and the Riverside Garden with the open grass patches set amidst trees, with art installations, specially designed activity spaces and viewing decks overlooking the river, are landscaped in a way to refresh the senses","Art and Craft Museum","","https://www.brahmaputraheritage.org","","Children below 10 years: Free, 10 to 75 years: Rs. 100 per head, Person with disability: Free and Person above 75 years: Free","10:00 AM - 11:00 PM","Photography, Souvenir Shop and Cafe"
"Neel Pawan Baruah Museum of Modern Art","Department of Cultural Studies, Tezpur University, Napaam - 784 028","Assam","The Neel Pawan Baruah Museum of Modern Art in Tezpur University is an archive and permanent display of some of his most significant artworks. Handed over to Tezpur Universit y by the artist himself for educational and conservation purposes, the Museum has a collection of 55 artworks in differe nt artistic media from oil painting on canvas to sketches in ink and acrylic","Art and Craft Museum","2016","https://www.tezu.ernet.in","3712 27515, hod_cul@tezu.ernet.in","","10:00 AM - 11:00 PM","Photography, Souvenir Shop and Cafe"
"Geological Museum Guwahati, Guwahati University","Gopinath Bordoloi Nagar, Jalukbari, Guwahati - 781014","Assam","","Educational Museum","","","","Free","10:00 AM - 04:00 PM","Not Available ETHNOGRAPHIC MUSEUMS"
"Ethnographic Museum, Assam Institute of Research for Tribals and Scheduled Castes","Basistha Road, Jawahar Nagar, Beltola Tiniali, Guwahati - 781022","Assam","The Museum exhibits a variety of objects such as agricultural implem ents, fishing equipment, hunting tools, household articles of daily use, ornaments, musical instruments, dior amas of different tribes of Northeast region giving a glimpse of the living style and traditions of these tribes","Ethnographic Museum","1977","https://www.airtsc.assam.gov.in","","Free","10:00 AM - 05:00 PM (Closed on Sundays)","Café, Photography, Library and Guided Tours, Wheelchair"
"Museum cum Archive of Cultural Studies, Tezpur University","Napaam, Tezpur - 784028","Assam","The collection includes musical instruments, toys, folklore, ethnographic elements of Assam including other parts of the North-east India","Ethnographic Museum","1996","https://www.tezu.ernet.in","3712267100","Free","10:00 AM - 05:00 PM (Closed on Sundays)","Café, Photography, Library and Guided Tours, Wheelchair"
"District Museum Kokrajhar","Dimalgaon - 783370","Assam","Kokrajhar is rich with the ethnographic objects of Boro, Garo, Rabha and Santhals, and many of the col - lections are transferred to the Assam State Museum for Preservation. Currently, the Museum houses more than 200 objects of diverse categories","Ethnographic Museum","1986","https://www.kokrajharmuseum.org","districtmuseumofficekokrajhar@gmail.com","Free","10:00 AM - 04:00 PM (Closed on Mondays)","Photography, Souvenir Shop and Guided Tours"
"Barak Museum and Library, Bantarap","Bantarapur, P.O. Sundari, Jhalupara Nurul Hudda Gali, Silchar - 788099","Assam","This Museum, run by a Non Government Organisation, has a rich collection of objects related to the tribes in Cachar specially Manipuries, such as a variety of musical instruments, weapons, basketry, brass utensils etc.","Ethnographic Museum","2014","","0700 2217302","Free","10:00 AM - 04:00 PM (Closed on Mondays)","Photography, Souvenir Shop and Guided Tours"
"Ahom Tai Museum, Sivasagar","Sivasagar - 785640","Assam","The objects of Ahom Period (13th-18th century) in the Museum are goblets, pandati, brass and terracotta dragon, palanquin, cannon, bell metal pot, old Assamese ornaments, animal skins, manuscripts, utensils, musical in - struments, weapons, fishing gears, basketry, pottery, traditional Assames e attire, diorama of darbar, ivory and wooden sculptures etc.","Ethnographic Museum","1992","","0700 2217302","","10:00 AM - 04:00 PM (Closed on Thursdays)","Photography, Souvenir Shop and Guided Tours"
"Ethnic Museum","Hathikuli T.E. - 785609","Assam","","Ethnographic Museum","","","","","10:00 AM - 04:00 PM (Closed on Thursdays)","Photography, Souvenir Shop and Cafe"
"Gurkhali Museum","Hatikhuli, T.E - 785609","Assam","","Ethnographic Museum","2015","","7099310306","","07:00 AM - 05:00 PM","Photography, Souvenir Shop and Cafe"
"Taralangso Museum","Karbi Anglong - 782460","Assam","The Museum has collections that represent Karbi traditions and culture","Ethnographic Museum","","","7099310306","","10:00 AM - 05:00 PM","Photography, Souvenir Shop and Cafe"
"Coal Heritage Park and Museum","NH 38, Margherita -786181","Assam","The Coal Museum contains cer tain parts of the locomotives manufactured by W.G. Bagnall, Stafford, England (John, Hassling, David and Shelly), Memoirs of World War II (rare pictures of construction of Stilwell Road, Pangsau Pass and Ledo airstrip, empty shells of bombs used in WWII), the history of the Assam Railways & Trading Co. Ltd (AR & T Co. Ltd.), a rare collection of stamps from over the world, vintage Cyclostyle machines, etc. The main attraction of the Museum is the practice of coal mining depicted in the form of real time models, a demo structure of an underground coal mine, necessities to be carried to the underground mines by the workmen like underground coal mining boots, cap lamps, shovels and other tools of mining, vintage underground telephones, etc. The Museum depicts the history of coal mining at Namdang in Assam","Geological Museum","2012","","","Free","10.30 AM - 05:00 PM (Closed on Sundays)","Photography and Library"
"Digboi Centenary Museum","Digboi - 786171","Assam","As part of the centenary celebrations of the first production oil wel l in India, the Assam Oil Company (part of Indian Oil) established a Museum of the history of the Assam Oil Industry, behind the refinery at Digboi, which opened in early 2002. There is a fair amount of preserved machinery present, much of it stationary steam. Not illustrat - ed are a number of small simplex and duplex pumps, mostly anonymous but including a couple of examples by Weir","Geological Museum","2002","https://www.tinsukia.assam.gov.in","0374 2331572","Free","09:00 AM - 04:15 PM (Closed on Mondays)","Café and Photography"
